listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
BE-anderlecht-0000,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,77,265882,3453,bati_habitable,EUR,,153,4.71,50.83539,4.31747,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0011,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,63,275507,4373,bati_habitable,EUR,,129,3.79,50.83734,4.31233,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0012,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,60,245652,4094,bati_habitable,EUR,,170,3.06,50.83263,4.31304,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0013,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,64,199108,3111,bati_habitable,EUR,,101,3.47,50.83957,4.31424,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0014,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,86,272139,3164,bati_habitable,EUR,,178,3.14,50.83389,4.30688,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0015,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,4,67,178030,2657,bati_habitable,EUR,,64,4.15,50.83338,4.31756,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0016,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,71,167065,2353,bati_habitable,EUR,,74,3.2,50.83468,4.31758,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0017,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,323822,3680,bati_habitable,EUR,,103,3.53,50.83845,4.30968,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0018,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,75,205268,2737,bati_habitable,EUR,,98,3.69,50.8363,4.31318,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0019,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,103,315615,3064,bati_habitable,EUR,,60,3.59,50.83442,4.32508,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0020,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,57,206155,3617,bati_habitable,EUR,,73,3.45,50.83452,4.31585,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0021,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,82,271006,3305,bati_habitable,EUR,,204,3.4,50.83003,4.32035,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0022,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,96,308581,3214,bati_habitable,EUR,,47,3.79,50.82821,4.32396,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0023,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,97,316795,3266,bati_habitable,EUR,,135,3.55,50.84245,4.31627,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0024,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,86,322752,3753,bati_habitable,EUR,,98,3.06,50.82556,4.31802,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0025,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,70,163221,2332,bati_habitable,EUR,,161,2.7,50.82552,4.31792,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0026,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,78,171409,2198,bati_habitable,EUR,,72,4.11,50.83848,4.31087,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0027,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,80,190096,2376,bati_habitable,EUR,,73,3.5,50.83063,4.31878,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0028,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,255697,2906,bati_habitable,EUR,,86,4.2,50.82598,4.31427,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0029,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,80,176778,2210,bati_habitable,EUR,,75,4.62,50.83954,4.31114,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0030,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,98,268717,2742,bati_habitable,EUR,,91,3.21,50.8372,4.32518,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0031,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,79,234111,2963,bati_habitable,EUR,,151,3.54,50.84502,4.31333,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0032,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,73,226144,3098,bati_habitable,EUR,,72,3.65,50.83765,4.30765,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0033,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,99,148276,1498,bati_habitable,EUR,,85,3.27,50.83876,4.31486,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0034,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,83,166908,2011,bati_habitable,EUR,,73,4.23,50.83905,4.30687,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0035,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,167339,1902,bati_habitable,EUR,,161,3.55,50.83131,4.30865,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0036,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,79,198679,2515,bati_habitable,EUR,,100,3.6,50.82924,4.31436,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0037,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,84,225395,2683,bati_habitable,EUR,,182,4.05,50.83081,4.31481,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0038,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,103,221495,2150,bati_habitable,EUR,,170,3.1,50.82624,4.30473,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0039,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,83,204739,2467,bati_habitable,EUR,,136,3.35,50.82702,4.31238,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0040,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,74,232755,3145,bati_habitable,EUR,,117,3.73,50.83857,4.31614,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0041,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,76,243727,3207,bati_habitable,EUR,,145,3.36,50.83536,4.31061,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0042,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,89,310641,3490,bati_habitable,EUR,,208,2.98,50.83491,4.31293,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0043,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,236578,2688,bati_habitable,EUR,,107,4.15,50.83865,4.30889,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0044,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,4,69,285432,4137,bati_habitable,EUR,,92,3.88,50.84306,4.31564,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0045,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,126,307285,2439,bati_habitable,EUR,,116,3.79,50.83731,4.31306,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0046,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,71,231188,3256,bati_habitable,EUR,,117,2.93,50.83407,4.30939,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0047,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,112,331540,2960,bati_habitable,EUR,,77,4.46,50.83818,4.31629,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0048,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,71,216740,3053,bati_habitable,EUR,,81,3.96,50.84123,4.31958,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0049,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,83,212307,2558,bati_habitable,EUR,,61,4.08,50.83738,4.3177,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0050,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,75,154072,2054,bati_habitable,EUR,,125,2.75,50.83053,4.31286,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0051,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,102,272066,2667,bati_habitable,EUR,,150,3.51,50.8488,4.322,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0052,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,74,187757,2537,bati_habitable,EUR,,73,2.77,50.83603,4.31214,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0053,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,98,292393,2984,bati_habitable,EUR,,45,3.93,50.83393,4.32525,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0054,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,105,356750,3398,bati_habitable,EUR,,140,3.48,50.84163,4.31967,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0055,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,84,183525,2185,bati_habitable,EUR,,106,2.72,50.84137,4.316,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0056,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,113,340041,3009,bati_habitable,EUR,,149,3.27,50.83886,4.31614,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0057,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,78,255068,3270,bati_habitable,EUR,,89,3.21,50.83373,4.31798,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0058,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,65,177421,2730,bati_habitable,EUR,,134,3.55,50.82971,4.31667,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0059,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,87,297932,3425,bati_habitable,EUR,,33,3.61,50.83403,4.30136,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0060,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,103,255294,2479,bati_habitable,EUR,,159,3.45,50.82117,4.30895,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0061,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,96,271501,2828,bati_habitable,EUR,,116,3.65,50.82032,4.31823,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0062,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,68,217408,3197,bati_habitable,EUR,,77,4.31,50.83293,4.3134,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0063,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,91,349314,3839,bati_habitable,EUR,,106,3.95,50.83501,4.30183,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0064,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,87,349730,4020,bati_habitable,EUR,,109,2.69,50.8375,4.30963,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0065,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,87,268837,3090,bati_habitable,EUR,,154,3.35,50.83036,4.31109,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0066,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,115,300580,2614,bati_habitable,EUR,,218,3.05,50.8321,4.31403,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0067,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,82,240126,2928,bati_habitable,EUR,,60,3.94,50.83892,4.31888,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0068,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,70,245577,3508,bati_habitable,EUR,,84,4.21,50.84024,4.30965,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0069,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,80,271189,3390,bati_habitable,EUR,,252,3.82,50.83959,4.31212,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0070,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,102,311919,3058,bati_habitable,EUR,,148,3.8,50.82991,4.31499,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0071,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,72,237297,3296,bati_habitable,EUR,,239,3.31,50.83551,4.30379,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0072,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,120,316440,2637,bati_habitable,EUR,,118,3.2,50.83523,4.30754,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0073,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,84,232605,2769,bati_habitable,EUR,,79,3.65,50.84189,4.32037,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0074,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,123,353335,2873,bati_habitable,EUR,,157,3.6,50.84715,4.31023,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0075,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,90,202417,2249,bati_habitable,EUR,,215,3.62,50.82678,4.30636,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0076,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,68,183108,2693,bati_habitable,EUR,,85,2.7,50.84962,4.31683,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0077,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,82,149033,1817,bati_habitable,EUR,,136,4.29,50.84697,4.30742,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0078,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,101,310148,3071,bati_habitable,EUR,,106,4.17,50.82146,4.317,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0079,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,58,164364,2834,bati_habitable,EUR,,112,3.6,50.84302,4.31789,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0080,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,79,221075,2798,bati_habitable,EUR,,102,4.39,50.84749,4.3216,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0081,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,81,234868,2900,bati_habitable,EUR,,89,4.48,50.83479,4.30251,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0082,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,110,298733,2716,bati_habitable,EUR,,176,3.9,50.83901,4.30775,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0083,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,73,226819,3107,bati_habitable,EUR,,84,3.4,50.8304,4.32369,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0084,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,96,416287,4336,bati_habitable,EUR,,69,4.57,50.83928,4.31316,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0085,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,91,261911,2878,bati_habitable,EUR,,75,2.37,50.83457,4.30437,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0086,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,69,186088,2697,bati_habitable,EUR,,93,3.82,50.83599,4.31126,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0087,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,127,445453,3508,bati_habitable,EUR,,103,3.86,50.83561,4.30341,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0088,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,63,179348,2847,bati_habitable,EUR,,99,3.89,50.82223,4.30936,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0089,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,68,247918,3646,bati_habitable,EUR,,166,3.05,50.84188,4.31079,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0090,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,73,188327,2580,bati_habitable,EUR,,80,3.5,50.83001,4.30113,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0091,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,108,354366,3281,bati_habitable,EUR,,94,2.87,50.83511,4.3163,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0092,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,110,327550,2978,bati_habitable,EUR,,90,4.83,50.83784,4.31564,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0093,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,131,358094,2734,bati_habitable,EUR,,128,4.06,50.83527,4.30898,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0094,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,113,317979,2814,bati_habitable,EUR,,95,4.24,50.83264,4.32064,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0095,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,87,219473,2523,bati_habitable,EUR,,89,4.45,50.83865,4.33195,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0096,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,83,176479,2126,bati_habitable,EUR,,88,3.94,50.82754,4.31958,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0097,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,73,186893,2560,bati_habitable,EUR,,114,4.28,50.82889,4.30616,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0098,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,65,137092,2109,bati_habitable,EUR,,225,3.83,50.83357,4.32125,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0099,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,59,179222,3038,bati_habitable,EUR,,84,4.29,50.83711,4.30791,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0100,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,120,513528,4279,bati_habitable,EUR,,128,4.32,50.84162,4.32165,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0101,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,106,257162,2426,bati_habitable,EUR,,119,3.97,50.83824,4.30726,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0102,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,82,192316,2345,bati_habitable,EUR,,147,4.3,50.8398,4.30543,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0103,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,90,237749,2642,bati_habitable,EUR,,116,3.94,50.83166,4.31409,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0104,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,118,295485,2504,bati_habitable,EUR,,90,2.86,50.83615,4.31904,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
