listing_id,country,city,zone_id,zone_name,level,property_type,class,bedrooms,surface_m2,price_total_eur,price_eur_m2,price_eur_m2_basis,currency,buyer_domicile,dom_days,gross_yield_pct,lat,lon,as_of,calibrated_on,price_confidence,surface_confidence,eur_m2_confidence,position_confidence,yield_confidence,synthetic
BE-anderlecht-0000,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,77,262214,3405,bati_habitable,EUR,,153,4.71,50.83539,4.31747,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0011,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,63,271707,4313,bati_habitable,EUR,,129,3.79,50.83734,4.31233,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0012,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,60,242263,4038,bati_habitable,EUR,,170,3.06,50.83263,4.31304,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0013,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,64,196362,3068,bati_habitable,EUR,,101,3.47,50.83957,4.31424,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0014,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,86,268385,3121,bati_habitable,EUR,,178,3.14,50.83389,4.30688,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0015,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,4,67,175574,2621,bati_habitable,EUR,,64,4.15,50.83338,4.31756,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0016,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,71,164761,2321,bati_habitable,EUR,,74,3.2,50.83468,4.31758,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0017,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,319356,3629,bati_habitable,EUR,,103,3.53,50.83845,4.30968,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0018,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,75,202437,2699,bati_habitable,EUR,,98,3.69,50.8363,4.31318,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0019,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,103,311262,3022,bati_habitable,EUR,,60,3.59,50.83442,4.32508,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0020,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,57,203312,3567,bati_habitable,EUR,,73,3.45,50.83452,4.31585,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0021,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,82,267268,3259,bati_habitable,EUR,,204,3.4,50.83003,4.32035,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0022,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,96,304325,3170,bati_habitable,EUR,,47,3.79,50.82821,4.32396,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0023,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,97,312425,3221,bati_habitable,EUR,,135,3.55,50.84245,4.31627,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0024,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,86,318300,3701,bati_habitable,EUR,,98,3.06,50.82556,4.31802,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0025,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,70,160970,2300,bati_habitable,EUR,,161,2.7,50.82552,4.31792,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0026,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,78,169045,2167,bati_habitable,EUR,,72,4.11,50.83848,4.31087,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0027,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,80,187474,2343,bati_habitable,EUR,,73,3.5,50.83063,4.31878,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0028,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,252170,2866,bati_habitable,EUR,,86,4.2,50.82598,4.31427,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0029,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,80,174340,2179,bati_habitable,EUR,,75,4.62,50.83954,4.31114,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0030,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,98,265010,2704,bati_habitable,EUR,,91,3.21,50.8372,4.32518,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0031,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,79,230881,2923,bati_habitable,EUR,,151,3.54,50.84502,4.31333,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0032,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,73,223025,3055,bati_habitable,EUR,,72,3.65,50.83765,4.30765,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0033,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,99,146231,1477,bati_habitable,EUR,,85,3.27,50.83876,4.31486,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0034,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,83,164606,1983,bati_habitable,EUR,,73,4.23,50.83905,4.30687,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0035,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,165031,1875,bati_habitable,EUR,,161,3.55,50.83131,4.30865,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0036,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,79,195938,2480,bati_habitable,EUR,,100,3.6,50.82924,4.31436,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0037,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,84,222287,2646,bati_habitable,EUR,,182,4.05,50.83081,4.31481,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0038,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,103,218440,2121,bati_habitable,EUR,,170,3.1,50.82624,4.30473,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0039,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,83,201915,2433,bati_habitable,EUR,,136,3.35,50.82702,4.31238,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0040,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,74,229545,3102,bati_habitable,EUR,,117,3.73,50.83857,4.31614,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0041,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,76,240366,3163,bati_habitable,EUR,,145,3.36,50.83536,4.31061,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0042,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,89,306356,3442,bati_habitable,EUR,,208,2.98,50.83491,4.31293,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0043,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,88,233315,2651,bati_habitable,EUR,,107,4.15,50.83865,4.30889,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0044,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,4,69,281495,4080,bati_habitable,EUR,,92,3.88,50.84306,4.31564,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0045,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,126,303047,2405,bati_habitable,EUR,,116,3.79,50.83731,4.31306,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0046,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,71,227999,3211,bati_habitable,EUR,,117,2.93,50.83407,4.30939,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0047,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,112,326967,2919,bati_habitable,EUR,,77,4.46,50.83818,4.31629,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0048,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,71,213750,3011,bati_habitable,EUR,,81,3.96,50.84123,4.31958,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0049,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,83,209378,2523,bati_habitable,EUR,,61,4.08,50.83738,4.3177,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0050,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,75,151947,2026,bati_habitable,EUR,,125,2.75,50.83053,4.31286,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0051,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,102,268314,2631,bati_habitable,EUR,,150,3.51,50.8488,4.322,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0052,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,74,185167,2502,bati_habitable,EUR,,73,2.77,50.83603,4.31214,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0053,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,98,288360,2942,bati_habitable,EUR,,45,3.93,50.83393,4.32525,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0054,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,105,351829,3351,bati_habitable,EUR,,140,3.48,50.84163,4.31967,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0055,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,84,180994,2155,bati_habitable,EUR,,106,2.72,50.84137,4.316,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0056,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,113,335351,2968,bati_habitable,EUR,,149,3.27,50.83886,4.31614,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0057,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,78,251549,3225,bati_habitable,EUR,,89,3.21,50.83373,4.31798,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0058,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,65,174974,2692,bati_habitable,EUR,,134,3.55,50.82971,4.31667,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0059,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,87,293823,3377,bati_habitable,EUR,,33,3.61,50.83403,4.30136,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0060,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,103,251773,2444,bati_habitable,EUR,,159,3.45,50.82117,4.30895,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0061,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,96,267756,2789,bati_habitable,EUR,,116,3.65,50.82032,4.31823,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0062,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,68,214409,3153,bati_habitable,EUR,,77,4.31,50.83293,4.3134,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0063,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,91,344495,3786,bati_habitable,EUR,,106,3.95,50.83501,4.30183,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0064,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,87,344906,3964,bati_habitable,EUR,,109,2.69,50.8375,4.30963,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0065,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,87,265129,3047,bati_habitable,EUR,,154,3.35,50.83036,4.31109,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0066,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,115,296434,2578,bati_habitable,EUR,,218,3.05,50.8321,4.31403,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0067,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,82,236814,2888,bati_habitable,EUR,,60,3.94,50.83892,4.31888,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0068,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,70,242190,3460,bati_habitable,EUR,,84,4.21,50.84024,4.30965,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0069,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,80,267449,3343,bati_habitable,EUR,,252,3.82,50.83959,4.31212,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0070,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,102,307617,3016,bati_habitable,EUR,,148,3.8,50.82991,4.31499,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0071,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,72,234024,3250,bati_habitable,EUR,,239,3.31,50.83551,4.30379,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0072,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,120,312075,2601,bati_habitable,EUR,,118,3.2,50.83523,4.30754,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0073,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,84,229397,2731,bati_habitable,EUR,,79,3.65,50.84189,4.32037,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0074,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,123,348462,2833,bati_habitable,EUR,,157,3.6,50.84715,4.31023,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0075,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,90,199625,2218,bati_habitable,EUR,,215,3.62,50.82678,4.30636,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0076,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,68,180582,2656,bati_habitable,EUR,,85,2.7,50.84962,4.31683,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0077,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,82,146978,1792,bati_habitable,EUR,,136,4.29,50.84697,4.30742,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0078,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,101,305870,3028,bati_habitable,EUR,,106,4.17,50.82146,4.317,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0079,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,58,162097,2795,bati_habitable,EUR,,112,3.6,50.84302,4.31789,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0080,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,79,218025,2760,bati_habitable,EUR,,102,4.39,50.84749,4.3216,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0081,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,81,231628,2860,bati_habitable,EUR,,89,4.48,50.83479,4.30251,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0082,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,110,294613,2678,bati_habitable,EUR,,176,3.9,50.83901,4.30775,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0083,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,73,223690,3064,bati_habitable,EUR,,84,3.4,50.8304,4.32369,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0084,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,96,410546,4277,bati_habitable,EUR,,69,4.57,50.83928,4.31316,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0085,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,91,258299,2838,bati_habitable,EUR,,75,2.37,50.83457,4.30437,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0086,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,69,183521,2660,bati_habitable,EUR,,93,3.82,50.83599,4.31126,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0087,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,127,439309,3459,bati_habitable,EUR,,103,3.86,50.83561,4.30341,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0088,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,63,176874,2808,bati_habitable,EUR,,99,3.89,50.82223,4.30936,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0089,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,68,244498,3596,bati_habitable,EUR,,166,3.05,50.84188,4.31079,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0090,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,73,185730,2544,bati_habitable,EUR,,80,3.5,50.83001,4.30113,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0091,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,108,349479,3236,bati_habitable,EUR,,94,2.87,50.83511,4.3163,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0092,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,110,323032,2937,bati_habitable,EUR,,90,4.83,50.83784,4.31564,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0093,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,131,353155,2696,bati_habitable,EUR,,128,4.06,50.83527,4.30898,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0094,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,113,313593,2775,bati_habitable,EUR,,95,4.24,50.83264,4.32064,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0095,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,87,216446,2488,bati_habitable,EUR,,89,4.45,50.83865,4.33195,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0096,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,83,174045,2097,bati_habitable,EUR,,88,3.94,50.82754,4.31958,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0097,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,73,184315,2525,bati_habitable,EUR,,114,4.28,50.82889,4.30616,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0098,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,65,135201,2080,bati_habitable,EUR,,225,3.83,50.83357,4.32125,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0099,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,2,59,176750,2996,bati_habitable,EUR,,84,4.29,50.83711,4.30791,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0100,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,0,120,506445,4220,bati_habitable,EUR,,128,4.32,50.84162,4.32165,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0101,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,106,253615,2393,bati_habitable,EUR,,119,3.97,50.83824,4.30726,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0102,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,82,189664,2313,bati_habitable,EUR,,147,4.3,50.8398,4.30543,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0103,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,1,90,234470,2605,bati_habitable,EUR,,116,3.94,50.83166,4.31409,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
BE-anderlecht-0104,be,bruxelles,anderlecht,Anderlecht,commune,Appartement,apartment,3,118,291409,2470,bati_habitable,EUR,,90,2.86,50.83615,4.31904,2025,bruxelles/anderlecht | median €/m² | as_of 2025,simule,simule,simule,simule,rapport,true
